customer_id,Recency,Frequency,Monetary,R,F,M,RFM_Score,Segment
C-ADV-01304,32,10,1001.1,2,2,3,7,Hibernating
C-ADV-01305,10,14,15208.2,4,3,5,12,Loyal Customers
C-ADV-01306,52,13,1505.74,2,2,4,8,Hibernating
C-ADV-01307,13,17,2397.2,4,3,4,11,Loyal Customers
C-ADV-01308,59,12,1336.5,2,2,4,8,Hibernating
C-ADV-01309,37,13,232.61,2,2,1,5,Hibernating
C-ADV-01310,20,14,1196.59,3,3,3,9,Loyal Customers
C-ADV-01311,59,10,784.62,2,2,3,7,Hibernating
C-ADV-01312,12,8,516.3,4,1,2,7,Promising (New)
C-ADV-01313,34,16,953.8,2,3,3,8,Others
C-ADV-01314,5,19,2942.81,5,4,5,14,Champions
C-ADV-01315,16,20,1526.97,4,4,4,12,Champions
C-ADV-01316,3,20,1705.4,5,4,4,13,Champions
C-ADV-01317,19,12,2795.83,3,2,5,10,Others
C-ADV-01318,13,7,201.14,4,1,1,6,Promising (New)
C-ADV-01319,46,18,434.98,2,3,2,7,Others
C-ADV-01320,108,7,806.65,1,1,3,5,Hibernating
C-ADV-01321,83,7,224.84,1,1,1,3,Hibernating
C-ADV-01322,9,4,251.09,4,1,1,6,Promising (New)
C-ADV-01323,8,36,752.31,5,5,3,13,Champions
C-ADV-01324,29,17,143.63,3,3,1,7,Loyal Customers
C-ADV-01325,9,15,712.79,4,3,2,9,Loyal Customers
C-ADV-01326,16,23,909.36,4,4,3,11,Champions
C-ADV-01327,27,7,696.66,3,1,2,6,Others
C-ADV-01328,48,5,56.1,2,1,1,4,Hibernating
C-ADV-01329,14,15,482.47,4,3,2,9,Loyal Customers
C-ADV-01330,10,33,612.24,4,5,2,11,Champions
C-ADV-01331,4,12,268.3,5,2,1,8,Promising (New)
C-ADV-01332,126,6,158.94,1,1,1,3,Hibernating
C-ADV-01333,33,14,3291.16,2,3,5,10,Others
C-ADV-01334,26,8,1520.98,3,1,4,8,Others
C-ADV-01335,4,42,2239.12,5,5,4,14,Champions
C-ADV-01336,24,12,181.59,3,2,1,6,Others
C-ADV-01337,48,25,592.14,2,5,2,9,At Risk (Big Spenders)
C-ADV-01338,27,12,3612.0699999999997,3,2,5,10,Others
C-ADV-01339,21,9,276.47999999999996,3,1,1,5,Others
C-ADV-01340,26,10,252.64,3,2,1,6,Others
C-ADV-01341,61,16,4107.5,2,3,5,10,Others
C-ADV-01342,19,15,1104.95,3,3,3,9,Loyal Customers
C-ADV-01343,56,20,787.91,2,4,3,9,At Risk (Big Spenders)
C-ADV-01344,17,9,1226.99,4,1,3,8,Promising (New)
C-ADV-01345,12,2,190.24,4,1,1,6,Promising (New)
C-ADV-01346,2,37,5152.21,5,5,5,15,Champions
C-ADV-01347,157,13,1213.01,1,2,3,6,Hibernating
C-ADV-01348,11,16,1051.29,4,3,3,10,Loyal Customers
C-ADV-01349,11,8,66.55,4,1,1,6,Promising (New)
C-ADV-01350,83,20,1915.92,1,4,4,9,At Risk (Big Spenders)
C-ADV-01351,10,10,748.62,4,2,2,8,Promising (New)
C-ADV-01352,22,20,8944.15,3,4,5,12,Loyal Customers
C-ADV-01353,36,21,3084.76,2,4,5,11,At Risk (Big Spenders)
C-ADV-01354,5,36,2198.94,5,5,4,14,Champions
C-ADV-01355,45,18,1299.37,2,3,3,8,Others
C-ADV-01356,31,19,2752.18,3,4,5,12,Loyal Customers
C-ADV-01357,143,8,416.01000000000005,1,1,2,4,Hibernating
C-ADV-01358,3,28,945.11,5,5,3,13,Champions
C-ADV-01359,101,13,469.23,1,2,2,5,Hibernating
C-ADV-01360,25,25,1050.55,3,5,3,11,Loyal Customers
C-ADV-01361,3,32,5672.78,5,5,5,15,Champions
C-ADV-01362,19,31,18633.56,3,5,5,13,Loyal Customers
C-ADV-01363,48,10,1284.85,2,2,3,7,Hibernating
C-ADV-01364,53,7,654.0,2,1,2,5,Hibernating
C-ADV-01365,47,21,341.66,2,4,1,7,At Risk (Big Spenders)
C-ADV-01366,31,25,472.91,3,5,2,10,Loyal Customers
C-ADV-01367,19,24,1747.48,3,4,4,11,Loyal Customers
C-ADV-01368,1,10,431.03000000000003,5,2,2,9,Promising (New)
C-ADV-01369,7,32,1721.8600000000001,5,5,4,14,Champions
C-ADV-01370,1,22,1169.11,5,4,3,12,Champions
C-ADV-01371,54,10,1601.75,2,2,4,8,Hibernating
C-ADV-01372,78,18,212.95,1,3,1,5,Others
C-ADV-01373,29,27,5629.12,3,5,5,13,Loyal Customers
C-ADV-01374,19,29,273.32,3,5,1,9,Loyal Customers
C-ADV-01375,54,18,1008.78,2,3,3,8,Others
C-ADV-01376,51,16,9042.99,2,3,5,10,Others
C-ADV-01377,72,24,12591.29,1,4,5,10,At Risk (Big Spenders)
C-ADV-01378,14,11,1294.22,4,2,3,9,Promising (New)
C-ADV-01379,12,21,323.65,4,4,1,9,Champions
C-ADV-01380,11,15,726.17,4,3,2,9,Loyal Customers
C-ADV-01381,9,29,1209.71,4,5,3,12,Champions
C-ADV-01382,90,19,1350.52,1,4,4,9,At Risk (Big Spenders)
C-ADV-01383,2,12,124.83,5,2,1,8,Promising (New)
C-ADV-01384,155,12,3114.01,1,2,5,8,Hibernating
C-ADV-01385,8,23,5408.55,5,4,5,14,Champions
C-ADV-01386,27,13,413.47,3,2,2,7,Others
C-ADV-01387,28,28,1089.43,3,5,3,11,Loyal Customers
C-ADV-01388,90,6,350.47,1,1,1,3,Hibernating
C-ADV-01389,3,8,64.39,5,1,1,7,Promising (New)
C-ADV-01390,3,18,590.92,5,3,2,10,Loyal Customers
C-ADV-01391,25,10,74.24,3,2,1,6,Others
C-ADV-01392,9,30,695.3100000000001,4,5,2,11,Champions
C-ADV-01393,77,10,306.01,1,2,1,4,Hibernating
C-ADV-01394,11,15,963.84,4,3,3,10,Loyal Customers
C-ADV-01395,91,8,194.37,1,1,1,3,Hibernating
C-ADV-01396,36,24,3977.9500000000003,2,4,5,11,At Risk (Big Spenders)
C-ADV-01397,26,4,232.3,3,1,1,5,Others
C-ADV-01398,1,22,3074.3,5,4,5,14,Champions
C-ADV-01399,20,9,510.14,3,1,2,6,Others
C-ADV-01400,98,9,1019.18,1,1,3,5,Hibernating
C-ADV-01401,23,19,3686.45,3,4,5,12,Loyal Customers
C-ADV-01402,21,38,962.71,3,5,3,11,Loyal Customers
C-ADV-01403,8,28,5741.2,5,5,5,15,Champions
C-ADV-01404,65,14,925.97,1,3,3,7,Others
C-ADV-01405,114,4,119.34,1,1,1,3,Hibernating
C-ADV-01406,10,11,9626.4,4,2,5,11,Promising (New)
C-ADV-01407,225,2,76.18,1,1,1,3,Hibernating
C-ADV-01408,18,24,5688.7699999999995,3,4,5,12,Loyal Customers
C-ADV-01409,30,21,2661.39,3,4,4,11,Loyal Customers
C-ADV-01410,35,23,1642.63,2,4,4,10,At Risk (Big Spenders)
C-ADV-01411,57,8,343.8,2,1,1,4,Hibernating
C-ADV-01412,7,29,6586.7,5,5,5,15,Champions
C-ADV-01413,24,19,1638.15,3,4,4,11,Loyal Customers
C-ADV-01414,32,26,1715.92,2,5,4,11,At Risk (Big Spenders)
C-ADV-01415,2,20,1285.26,5,4,3,12,Champions
C-ADV-01416,14,20,2419.91,4,4,4,12,Champions
C-ADV-01417,13,12,3505.19,4,2,5,11,Promising (New)
C-ADV-01418,16,22,2155.88,4,4,4,12,Champions
C-ADV-01419,22,34,2759.05,3,5,5,13,Loyal Customers
C-ADV-01420,1,32,843.9100000000001,5,5,3,13,Champions
C-ADV-01421,45,12,4241.13,2,2,5,9,Hibernating
C-ADV-01422,75,12,2717.92,1,2,5,8,Hibernating
C-ADV-01423,27,19,183.97,3,4,1,8,Loyal Customers
C-ADV-01424,26,22,352.83,3,4,1,8,Loyal Customers
C-ADV-01425,26,7,377.40000000000003,3,1,1,5,Others
C-ADV-01426,37,33,5919.01,2,5,5,12,At Risk (Big Spenders)
C-ADV-01427,5,27,16509.22,5,5,5,15,Champions
C-ADV-01428,90,13,97.32,1,2,1,4,Hibernating
C-ADV-01429,16,42,3343.72,4,5,5,14,Champions
C-ADV-01430,23,11,3776.53,3,2,5,10,Others
C-ADV-01431,12,31,3086.87,4,5,5,14,Champions
C-ADV-01432,126,10,513.61,1,2,2,5,Hibernating
C-ADV-01433,9,16,1025.07,4,3,3,10,Loyal Customers
C-ADV-01434,88,9,181.1,1,1,1,3,Hibernating
C-ADV-01435,3,10,786.36,5,2,3,10,Promising (New)
C-ADV-01436,26,14,1810.84,3,3,4,10,Loyal Customers
C-ADV-01437,13,21,6650.36,4,4,5,13,Champions
C-ADV-01438,18,16,742.87,3,3,2,8,Loyal Customers
C-ADV-01439,50,7,192.21,2,1,1,4,Hibernating
C-ADV-01440,28,16,4235.12,3,3,5,11,Loyal Customers
C-ADV-01441,22,21,3310.81,3,4,5,12,Loyal Customers
C-ADV-01442,175,5,322.08,1,1,1,3,Hibernating
C-ADV-01443,6,10,780.83,5,2,3,10,Promising (New)
C-ADV-01444,4,19,2611.7,5,4,4,13,Champions
C-ADV-01445,13,16,362.01,4,3,1,8,Loyal Customers
C-ADV-01446,324,8,600.82,1,1,2,4,Hibernating
C-ADV-01447,28,36,609.87,3,5,2,10,Loyal Customers
C-ADV-01448,11,42,5823.17,4,5,5,14,Champions
C-ADV-01449,7,18,1758.3700000000001,5,3,4,12,Loyal Customers
C-ADV-01450,4,9,743.27,5,1,2,8,Promising (New)
C-ADV-01451,10,21,4630.76,4,4,5,13,Champions
C-ADV-01452,3,25,2271.59,5,5,4,14,Champions
C-ADV-01453,357,5,151.77,1,1,1,3,Hibernating
C-ADV-01454,31,25,2485.04,3,5,4,12,Loyal Customers
C-ADV-01455,17,26,325.48,4,5,1,10,Champions
C-ADV-01456,19,22,587.45,3,4,2,9,Loyal Customers
C-ADV-01457,2,6,1018.72,5,1,3,9,Promising (New)
C-ADV-01458,31,9,139.55,3,1,1,5,Others
C-ADV-01459,69,18,3157.38,1,3,5,9,Others
C-ADV-01460,7,10,7189.99,5,2,5,12,Promising (New)
C-ADV-01461,16,32,2279.59,4,5,4,13,Champions
C-ADV-01462,19,13,441.08,3,2,2,7,Others
C-ADV-01463,2,22,4618.9,5,4,5,14,Champions
C-ADV-01464,98,25,3982.47,1,5,5,11,At Risk (Big Spenders)
C-ADV-01465,27,28,1630.89,3,5,4,12,Loyal Customers
C-ADV-01466,142,11,1240.3,1,2,3,6,Hibernating
C-ADV-01467,14,22,573.46,4,4,2,10,Champions
C-ADV-01468,15,18,228.24,4,3,1,8,Loyal Customers
C-ADV-01469,20,7,717.6500000000001,3,1,2,6,Others
C-ADV-01470,526,3,19.54,1,1,1,3,Hibernating
C-ADV-01471,53,8,3829.63,2,1,5,8,Hibernating
C-ADV-01472,18,32,1077.8,3,5,3,11,Loyal Customers
C-ADV-01473,274,5,538.0699999999999,1,1,2,4,Hibernating
C-ADV-01474,53,13,1256.34,2,2,3,7,Hibernating
C-ADV-01475,1,33,1195.17,5,5,3,13,Champions
C-ADV-01476,8,17,2634.65,5,3,4,12,Loyal Customers
C-ADV-01477,103,8,239.93,1,1,1,3,Hibernating
C-ADV-01478,26,11,4323.0,3,2,5,10,Others
C-ADV-01479,9,15,837.36,4,3,3,10,Loyal Customers
C-ADV-01480,15,32,2410.8,4,5,4,13,Champions
C-ADV-01481,38,27,5448.31,2,5,5,12,At Risk (Big Spenders)
C-ADV-01482,50,8,289.99,2,1,1,4,Hibernating
C-ADV-01483,7,38,1068.19,5,5,3,13,Champions
C-ADV-01484,76,6,438.35,1,1,2,4,Hibernating
C-ADV-01485,11,17,482.99,4,3,2,9,Loyal Customers
C-ADV-01486,14,13,294.31,4,2,1,7,Promising (New)
C-ADV-01487,24,22,2314.71,3,4,4,11,Loyal Customers
C-ADV-01488,35,9,484.9,2,1,2,5,Hibernating
C-ADV-01489,13,11,663.12,4,2,2,8,Promising (New)
C-ADV-01490,79,15,596.63,1,3,2,6,Others
C-ADV-01491,23,24,6788.67,3,5,5,13,Loyal Customers
C-ADV-01492,2,25,1233.39,5,5,3,13,Champions
C-ADV-01493,1,27,26059.64,5,5,5,15,Champions
C-ADV-01494,54,11,478.61,2,2,2,6,Hibernating
C-ADV-01495,44,29,629.92,2,5,2,9,At Risk (Big Spenders)
C-ADV-01496,15,30,1656.94,4,5,4,13,Champions
C-ADV-01497,22,26,438.55,3,5,2,10,Loyal Customers
C-ADV-01498,24,35,6270.7,3,5,5,13,Loyal Customers
C-ADV-01499,78,5,817.5799999999999,1,1,3,5,Hibernating
C-ADV-01500,1,17,5895.16,5,3,5,13,Loyal Customers
C-ADV-01501,54,4,254.66000000000003,2,1,1,4,Hibernating
C-ADV-01502,6,20,1670.07,5,4,4,13,Champions
C-ADV-01503,8,21,1311.0900000000001,5,4,3,12,Champions
C-ADV-01504,2,14,757.86,5,3,3,11,Loyal Customers
C-ADV-01505,4,9,2128.1,5,1,4,10,Promising (New)
C-ADV-01506,117,16,613.83,1,3,2,6,Others
C-ADV-01507,22,38,10124.69,3,5,5,13,Loyal Customers
C-ADV-01508,6,23,513.55,5,4,2,11,Champions
C-ADV-01509,8,9,5311.63,5,1,5,11,Promising (New)
C-ADV-01510,11,25,590.51,4,5,2,11,Champions
C-ADV-01511,8,21,931.09,5,4,3,12,Champions
C-ADV-01512,44,14,436.19,2,3,2,7,Others
C-ADV-01513,54,14,776.92,2,3,3,8,Others
C-ADV-01514,44,13,2103.74,2,2,4,8,Hibernating
C-ADV-01515,2,18,1251.52,5,3,3,11,Loyal Customers
C-ADV-01516,44,9,2228.33,2,1,4,7,Hibernating
C-ADV-01517,19,13,1274.64,3,2,3,8,Others
C-ADV-01518,31,8,634.24,3,1,2,6,Others
C-ADV-01519,35,27,375.22,2,5,1,8,At Risk (Big Spenders)
C-ADV-01520,72,7,385.09000000000003,1,1,2,4,Hibernating
C-ADV-01521,28,25,2762.0099999999998,3,5,5,13,Loyal Customers
C-ADV-01522,74,12,1761.11,1,2,4,7,Hibernating
C-ADV-01523,17,19,1643.29,4,4,4,12,Champions
C-ADV-01524,71,8,435.17,1,1,2,4,Hibernating
C-ADV-01525,3,24,2295.25,5,5,4,14,Champions
C-ADV-01526,13,10,316.18,4,2,1,7,Promising (New)
C-ADV-01527,5,32,4404.13,5,5,5,15,Champions
C-ADV-01528,2,29,2051.51,5,5,4,14,Champions
C-ADV-01529,27,22,744.78,3,4,2,9,Loyal Customers
C-ADV-01530,25,23,1339.13,3,4,4,11,Loyal Customers
C-ADV-01531,72,15,256.01,1,3,1,5,Others
C-ADV-01532,31,25,25881.67,3,5,5,13,Loyal Customers
C-ADV-01533,8,15,903.73,5,3,3,11,Loyal Customers
C-ADV-01534,37,23,3636.16,2,4,5,11,At Risk (Big Spenders)
C-ADV-01535,20,5,133.88,3,1,1,5,Others
C-ADV-01536,10,28,763.62,4,5,3,12,Champions
C-ADV-01537,12,26,622.89,4,5,2,11,Champions
C-ADV-01538,19,24,337.18,3,5,1,9,Loyal Customers
C-ADV-01539,14,38,2876.21,4,5,5,14,Champions
C-ADV-01540,10,22,283.52,4,4,1,9,Champions
C-ADV-01541,9,11,498.40999999999997,4,2,2,8,Promising (New)
C-ADV-01542,8,38,2147.1,5,5,4,14,Champions
C-ADV-01543,22,16,3838.46,3,3,5,11,Loyal Customers
C-ADV-01544,59,7,1427.27,2,1,4,7,Hibernating
C-ADV-01545,20,27,775.41,3,5,3,11,Loyal Customers
C-ADV-01546,11,19,10455.96,4,4,5,13,Champions
C-ADV-01547,17,30,1181.8600000000001,4,5,3,12,Champions
C-ADV-01548,27,11,142.52,3,2,1,6,Others
C-ADV-01549,23,29,2556.3,3,5,4,12,Loyal Customers
C-ADV-01550,29,12,951.56,3,2,3,8,Others
C-ADV-01551,84,2,186.07,1,1,1,3,Hibernating
C-ADV-01552,30,8,277.03,3,1,1,5,Others
C-ADV-01553,11,19,1405.3600000000001,4,4,4,12,Champions
C-ADV-01554,55,15,5639.42,2,3,5,10,Others
C-ADV-01555,29,11,7772.42,3,2,5,10,Others
C-ADV-01556,19,7,523.95,3,1,2,6,Others
C-ADV-01557,64,13,835.5699999999999,1,2,3,6,Hibernating
C-ADV-01558,9,43,2673.9,4,5,4,13,Champions
C-ADV-01559,75,16,1467.4,1,3,4,8,Others
C-ADV-01560,17,19,1208.16,4,4,3,11,Champions
C-ADV-01561,118,12,1606.25,1,2,4,7,Hibernating
C-ADV-01562,25,14,776.16,3,3,3,9,Loyal Customers
C-ADV-01563,26,26,263.08,3,5,1,9,Loyal Customers
C-ADV-01564,278,6,1031.91,1,1,3,5,Hibernating
C-ADV-01565,64,13,549.2,1,2,2,5,Hibernating
C-ADV-01566,19,20,3412.73,3,4,5,12,Loyal Customers
C-ADV-01567,5,17,582.21,5,3,2,10,Loyal Customers
C-ADV-01568,50,33,5332.89,2,5,5,12,At Risk (Big Spenders)
C-ADV-01569,8,30,1734.83,5,5,4,14,Champions
C-ADV-01570,15,9,3538.19,4,1,5,10,Promising (New)
C-ADV-01571,105,7,442.06,1,1,2,4,Hibernating
C-ADV-01572,45,21,1589.42,2,4,4,10,At Risk (Big Spenders)
C-ADV-01573,29,26,601.27,3,5,2,10,Loyal Customers
C-ADV-01574,127,6,118.53999999999999,1,1,1,3,Hibernating
C-ADV-01575,17,14,1424.83,4,3,4,11,Loyal Customers
C-ADV-01576,12,31,2068.16,4,5,4,13,Champions
C-ADV-01577,49,18,591.0600000000001,2,3,2,7,Others
C-ADV-01578,8,30,538.84,5,5,2,12,Champions
C-ADV-01579,195,7,424.84,1,1,2,4,Hibernating
C-ADV-01580,15,15,1153.59,4,3,3,10,Loyal Customers
C-ADV-01581,117,3,1104.67,1,1,3,5,Hibernating
C-ADV-01582,17,14,5713.54,4,3,5,12,Loyal Customers
C-ADV-01583,32,14,364.31,2,3,1,6,Others
C-ADV-01584,1,12,1793.89,5,2,4,11,Promising (New)
C-ADV-01585,73,5,1196.1,1,1,3,5,Hibernating
C-ADV-01586,249,6,89.61,1,1,1,3,Hibernating
C-ADV-01587,7,15,1868.98,5,3,4,12,Loyal Customers
C-ADV-01588,35,15,549.82,2,3,2,7,Others
C-ADV-01589,2,26,1907.23,5,5,4,14,Champions
C-ADV-01590,9,32,3127.94,4,5,5,14,Champions
C-ADV-01591,1,26,826.96,5,5,3,13,Champions
C-ADV-01592,10,18,1629.97,4,3,4,11,Loyal Customers
C-ADV-01593,2,36,1638.12,5,5,4,14,Champions
C-ADV-01594,27,16,1538.59,3,3,4,10,Loyal Customers
C-ADV-01595,42,16,786.94,2,3,3,8,Others
C-ADV-01596,33,16,200.61,2,3,1,6,Others
C-ADV-01597,11,25,15695.83,4,5,5,14,Champions
C-ADV-01598,56,8,247.37,2,1,1,4,Hibernating
C-ADV-01599,78,5,1031.96,1,1,3,5,Hibernating
C-ADV-01600,15,13,187.02,4,2,1,7,Promising (New)
C-ADV-01601,8,14,379.94,5,3,1,9,Loyal Customers
C-ADV-01602,18,23,1833.98,3,4,4,11,Loyal Customers
C-ADV-01603,37,7,925.29,2,1,3,6,Hibernating
C-ADV-01604,14,23,1293.27,4,4,3,11,Champions
C-ADV-01605,1,30,3493.32,5,5,5,15,Champions
C-ADV-01606,13,13,370.56,4,2,1,7,Promising (New)
C-ADV-01607,12,24,378.65999999999997,4,5,1,10,Champions
C-ADV-01608,22,8,212.02,3,1,1,5,Others
C-ADV-01609,47,21,2514.87,2,4,4,10,At Risk (Big Spenders)
C-ADV-01610,94,13,3636.97,1,2,5,8,Hibernating
C-ADV-01611,7,32,2706.73,5,5,5,15,Champions
C-ADV-01612,25,18,793.19,3,3,3,9,Loyal Customers
C-ADV-01613,35,21,915.58,2,4,3,9,At Risk (Big Spenders)
C-ADV-01614,15,32,3413.71,4,5,5,14,Champions
C-ADV-01615,75,11,4253.0,1,2,5,8,Hibernating
C-ADV-01616,60,19,2376.94,2,4,4,10,At Risk (Big Spenders)
C-ADV-01617,14,21,7541.58,4,4,5,13,Champions
C-ADV-01618,25,30,9085.2,3,5,5,13,Loyal Customers
C-ADV-01619,33,30,5625.22,2,5,5,12,At Risk (Big Spenders)
C-ADV-01620,96,5,435.61,1,1,2,4,Hibernating
C-ADV-01621,4,26,6419.09,5,5,5,15,Champions
C-ADV-01622,7,29,3337.36,5,5,5,15,Champions
C-ADV-01623,8,26,3687.33,5,5,5,15,Champions
C-ADV-01624,10,11,3057.07,4,2,5,11,Promising (New)
C-ADV-01625,24,23,2176.26,3,4,4,11,Loyal Customers
C-ADV-01626,82,26,411.39,1,5,2,8,At Risk (Big Spenders)
C-ADV-01627,11,25,350.04,4,5,1,10,Champions
C-ADV-01628,63,9,256.56,1,1,1,3,Hibernating
C-ADV-01629,29,21,514.71,3,4,2,9,Loyal Customers
C-ADV-01630,9,24,861.8100000000001,4,5,3,12,Champions
C-ADV-01631,105,4,912.59,1,1,3,5,Hibernating
C-ADV-01632,10,30,2140.9900000000002,4,5,4,13,Champions
C-ADV-01633,7,7,737.6700000000001,5,1,2,8,Promising (New)
C-ADV-01634,26,19,291.75,3,4,1,8,Loyal Customers
C-ADV-01635,33,31,6058.26,2,5,5,12,At Risk (Big Spenders)
C-ADV-01636,49,22,948.13,2,4,3,9,At Risk (Big Spenders)
C-ADV-01637,119,24,1150.85,1,5,3,9,At Risk (Big Spenders)
C-ADV-01638,9,29,2193.61,4,5,4,13,Champions
C-ADV-01639,35,35,632.83,2,5,2,9,At Risk (Big Spenders)
C-ADV-01640,19,21,708.73,3,4,2,9,Loyal Customers
C-ADV-01641,9,16,1705.59,4,3,4,11,Loyal Customers
C-ADV-01642,65,13,1666.52,1,2,4,7,Hibernating
C-ADV-01643,11,4,177.25,4,1,1,6,Promising (New)
C-ADV-01644,41,17,1145.76,2,3,3,8,Others
C-ADV-01645,21,13,786.12,3,2,3,8,Others
C-ADV-01646,29,15,447.31,3,3,2,8,Loyal Customers
C-ADV-01647,297,5,544.54,1,1,2,4,Hibernating
C-ADV-01648,51,12,1009.14,2,2,3,7,Hibernating
C-ADV-01649,48,33,4309.11,2,5,5,12,At Risk (Big Spenders)
C-ADV-01650,176,11,87.55,1,2,1,4,Hibernating
C-ADV-01651,79,12,604.27,1,2,2,5,Hibernating
C-ADV-01652,3,22,695.33,5,4,2,11,Champions
C-ADV-01653,27,15,4334.41,3,3,5,11,Loyal Customers
C-ADV-01654,16,10,402.55,4,2,2,8,Promising (New)
C-ADV-01655,19,9,370.0,3,1,1,5,Others
C-ADV-01656,37,16,355.48,2,3,1,6,Others
C-ADV-01657,17,29,5249.23,4,5,5,14,Champions
C-ADV-01658,8,11,318.22,5,2,1,8,Promising (New)
C-ADV-01659,1,19,324.16,5,4,1,10,Champions
C-ADV-01660,9,26,3198.2200000000003,4,5,5,14,Champions
C-ADV-01661,105,12,245.7,1,2,1,4,Hibernating
C-ADV-01662,121,8,1735.49,1,1,4,6,Hibernating
C-ADV-01663,11,19,1020.1899999999999,4,4,3,11,Champions
C-ADV-01664,22,16,1001.14,3,3,3,9,Loyal Customers
C-ADV-01665,121,19,986.0600000000001,1,4,3,8,At Risk (Big Spenders)
C-ADV-01666,17,15,2342.1,4,3,4,11,Loyal Customers
C-ADV-01667,16,24,2151.66,4,5,4,13,Champions
C-ADV-01668,49,12,1875.51,2,2,4,8,Hibernating
C-ADV-01669,22,39,765.81,3,5,3,11,Loyal Customers
C-ADV-01670,11,19,1197.85,4,4,3,11,Champions
C-ADV-01671,48,22,5056.46,2,4,5,11,At Risk (Big Spenders)
C-ADV-01672,10,30,1082.32,4,5,3,12,Champions
C-ADV-01673,72,20,4453.51,1,4,5,10,At Risk (Big Spenders)
C-ADV-01674,8,10,866.89,5,2,3,10,Promising (New)
C-ADV-01675,16,22,1701.51,4,4,4,12,Champions
C-ADV-01676,40,23,3926.98,2,4,5,11,At Risk (Big Spenders)
C-ADV-01677,62,8,565.23,2,1,2,5,Hibernating
C-ADV-01678,27,7,100.63,3,1,1,5,Others
C-ADV-01679,21,16,5924.34,3,3,5,11,Loyal Customers
C-ADV-01680,74,4,342.65000000000003,1,1,1,3,Hibernating
C-ADV-01681,32,15,1603.39,2,3,4,9,Others
C-ADV-01682,58,20,877.0,2,4,3,9,At Risk (Big Spenders)
C-ADV-01683,4,14,752.43,5,3,3,11,Loyal Customers
C-ADV-01684,6,30,18878.32,5,5,5,15,Champions
C-ADV-01685,40,15,2184.32,2,3,4,9,Others
C-ADV-01686,45,9,5396.9,2,1,5,8,Hibernating
C-ADV-01687,43,14,1511.01,2,3,4,9,Others
C-ADV-01688,1,28,4904.07,5,5,5,15,Champions
C-ADV-01689,118,10,4202.93,1,2,5,8,Hibernating
C-ADV-01690,8,19,707.83,5,4,2,11,Champions
C-ADV-01691,7,19,5351.86,5,4,5,14,Champions
C-ADV-01692,4,33,48794.49,5,5,5,15,Champions
C-ADV-01693,63,13,216.65,1,2,1,4,Hibernating
C-ADV-01694,5,21,5159.83,5,4,5,14,Champions
C-ADV-01695,31,20,400.32,3,4,2,9,Loyal Customers
C-ADV-01696,53,12,3006.06,2,2,5,9,Hibernating
C-ADV-01697,9,28,493.14,4,5,2,11,Champions
C-ADV-01698,2,19,774.6700000000001,5,4,3,12,Champions
C-ADV-01699,1,27,3736.54,5,5,5,15,Champions
C-ADV-01700,14,22,1699.37,4,4,4,12,Champions
C-ADV-01701,15,12,689.84,4,2,2,8,Promising (New)
C-ADV-01702,57,13,1701.94,2,2,4,8,Hibernating
C-ADV-01703,32,4,105.52000000000001,2,1,1,4,Hibernating
C-ADV-01704,37,18,720.04,2,3,2,7,Others
C-ADV-01705,5,17,859.45,5,3,3,11,Loyal Customers
C-ADV-01706,57,22,118.83,2,4,1,7,At Risk (Big Spenders)
C-ADV-01707,30,30,480.84,3,5,2,10,Loyal Customers
C-ADV-01708,1,16,3285.89,5,3,5,13,Loyal Customers
C-ADV-01709,10,25,411.34000000000003,4,5,2,11,Champions
C-ADV-01710,21,31,1081.65,3,5,3,11,Loyal Customers
C-ADV-01711,16,18,1320.79,4,3,4,11,Loyal Customers
C-ADV-01712,97,8,270.56,1,1,1,3,Hibernating
C-ADV-01713,168,14,521.21,1,3,2,6,Others
C-ADV-01714,1,28,4325.87,5,5,5,15,Champions
C-ADV-01715,5,17,500.0,5,3,2,10,Loyal Customers
C-ADV-01716,48,36,2727.87,2,5,5,12,At Risk (Big Spenders)
C-ADV-01717,87,10,869.23,1,2,3,6,Hibernating
C-ADV-01718,72,10,474.83,1,2,2,5,Hibernating
C-ADV-01719,30,24,850.37,3,5,3,11,Loyal Customers
C-ADV-01720,12,25,12028.82,4,5,5,14,Champions
C-ADV-01721,40,16,4393.4,2,3,5,10,Others
C-ADV-01722,45,16,1063.93,2,3,3,8,Others
C-ADV-01723,30,11,547.8,3,2,2,7,Others
C-ADV-01724,5,25,1288.45,5,5,3,13,Champions
C-ADV-01725,13,25,286.91,4,5,1,10,Champions
C-ADV-01726,41,8,34.57,2,1,1,4,Hibernating
C-ADV-01727,13,6,246.76,4,1,1,6,Promising (New)
C-ADV-01728,30,23,5012.49,3,4,5,12,Loyal Customers
C-ADV-01729,52,10,633.17,2,2,2,6,Hibernating
C-ADV-01730,16,15,1470.23,4,3,4,11,Loyal Customers
C-ADV-01731,19,20,370.2,3,4,1,8,Loyal Customers
C-ADV-01732,59,19,827.94,2,4,3,9,At Risk (Big Spenders)
C-ADV-01733,91,11,955.76,1,2,3,6,Hibernating
C-ADV-01734,94,9,1861.21,1,1,4,6,Hibernating
C-ADV-01735,59,8,513.83,2,1,2,5,Hibernating
C-ADV-01736,12,18,2227.4700000000003,4,3,4,11,Loyal Customers
C-ADV-01737,44,15,3763.62,2,3,5,10,Others
C-ADV-01738,4,24,1542.69,5,5,4,14,Champions
