record_id,date,site_id,cell_id,region,technology,availability_percent,latency_ms,throughput_mbps,call_drop_rate,handover_success_rate,traffic_volume_gb,active_users
KPI-003322,2024-11-03,SITE-0430,CELL-00782,South,5G,98.48,5.96,485.15,1.57,97.1,626.51,6855
KPI-002407,2024-11-03,SITE-0451,CELL-01198,North,5G,99.8,1.23,126.53,0.14,96.87,818.8,8374
KPI-004997,2024-11-03,SITE-0259,CELL-00715,West,3G,96.81,96.4,18.86,1.15,99.77,187.1,2339
KPI-001360,2024-11-03,SITE-0366,CELL-00488,West,4G,97.37,29.74,45.08,0.69,96.55,330.96,9662
KPI-003523,2024-11-03,SITE-0477,CELL-01933,South,5G,98.59,1.36,404.21,2.17,95.69,740.8,3262
KPI-001942,2024-11-03,SITE-0334,CELL-01427,North,4G,96.1,41.13,22.24,1.84,98.0,941.52,8871
KPI-000045,2024-11-03,SITE-0268,CELL-01977,West,5G,98.12,3.42,778.95,0.13,97.01,684.95,5225
KPI-002398,2024-11-03,SITE-0313,CELL-01452,North,5G,99.39,3.31,806.97,1.18,95.59,265.02,1492
KPI-001454,2024-11-03,SITE-0427,CELL-00315,West,4G,96.84,37.8,111.97,2.42,99.36,17.54,7108
KPI-000246,2024-11-03,SITE-0349,CELL-01346,South,3G,97.58,135.4,1.63,0.16,97.77,391.1,9872
KPI-003533,2024-11-03,SITE-0247,CELL-00620,East,5G,97.06,2.85,954.81,1.92,96.58,622.48,330
KPI-002756,2024-11-03,SITE-0290,CELL-01332,South,4G,97.77,42.88,115.59,0.22,99.01,33.87,3451
KPI-003799,2024-11-03,SITE-0284,CELL-00063,West,5G,97.91,3.08,441.42,2.77,96.65,259.62,3883
KPI-002308,2024-11-03,SITE-0479,CELL-00128,West,3G,96.06,150.26,6.42,2.81,99.03,56.81,5111
KPI-001668,2024-11-04,SITE-0331,CELL-01181,Central,3G,97.42,90.23,8.41,1.08,97.15,622.11,8440
KPI-003224,2024-11-04,SITE-0008,CELL-01674,West,5G,98.12,5.64,259.55,1.76,98.68,373.01,3539
KPI-000184,2024-11-04,SITE-0451,CELL-01662,South,5G,99.73,8.5,675.8,2.26,95.14,627.3,8130
KPI-003966,2024-11-04,SITE-0339,CELL-00259,East,3G,97.25,136.61,5.52,0.79,98.59,757.27,5088
KPI-002954,2024-11-04,SITE-0197,CELL-01269,West,4G,96.7,26.56,82.96,2.95,97.4,244.91,3973
KPI-004415,2024-11-04,SITE-0043,CELL-00986,North,4G,98.91,27.14,20.08,2.8,97.4,504.49,3427
KPI-000234,2024-11-04,SITE-0378,CELL-00632,West,5G,98.09,6.37,907.13,0.44,97.19,780.49,9503
KPI-003000,2024-11-04,SITE-0342,CELL-01060,Central,4G,97.17,41.36,57.98,0.39,98.71,992.64,9173
KPI-003938,2024-11-04,SITE-0482,CELL-01690,East,5G,98.36,1.44,987.18,1.69,98.19,790.23,3869
KPI-002286,2024-11-04,SITE-0165,CELL-01033,East,4G,98.05,21.54,72.11,0.85,99.3,413.88,4458
KPI-001027,2024-11-04,SITE-0144,CELL-00098,Central,4G,99.38,25.75,89.95,0.18,98.63,177.74,9329
KPI-000413,2024-11-04,SITE-0123,CELL-01618,Central,5G,97.74,8.62,222.32,2.98,95.48,847.26,3858
KPI-001074,2024-11-05,SITE-0468,CELL-00806,West,3G,91.75,177.0,2.0,1.82,99.69,972.82,9181
KPI-004010,2024-11-05,SITE-0456,CELL-01496,East,5G,97.22,4.77,912.42,3.0,97.94,126.11,5247
KPI-001639,2024-11-05,SITE-0037,CELL-00937,North,3G,92.98,152.62,11.43,2.99,96.99,438.74,6382
KPI-002809,2024-11-05,SITE-0409,CELL-00734,North,3G,90.63,183.68,14.97,1.83,98.27,109.92,2459
KPI-001299,2024-11-05,SITE-0357,CELL-01272,Central,5G,98.52,8.51,872.75,2.61,99.38,61.66,3376
KPI-002613,2024-11-05,SITE-0243,CELL-00457,East,3G,91.43,152.79,2.81,0.38,98.23,104.21,7293
KPI-001812,2024-11-05,SITE-0028,CELL-00863,West,4G,98.73,23.86,119.07,1.81,96.02,623.37,3022
KPI-004737,2024-11-05,SITE-0065,CELL-01301,West,5G,99.06,5.21,585.46,2.28,96.04,488.14,2876
KPI-002575,2024-11-05,SITE-0268,CELL-00497,North,3G,92.66,100.65,9.61,2.99,98.2,301.66,8662
KPI-000946,2024-11-05,SITE-0364,CELL-00629,West,5G,98.57,5.75,205.49,0.02,99.09,559.89,9259
KPI-002216,2024-11-06,SITE-0246,CELL-01070,Central,5G,98.81,5.91,933.24,1.68,95.24,405.45,8034
KPI-002684,2024-11-06,SITE-0017,CELL-01341,North,4G,98.93,22.44,81.37,2.05,95.01,96.25,3511
KPI-004668,2024-11-06,SITE-0240,CELL-00999,East,3G,97.71,160.3,2.82,1.59,95.07,882.34,4993
KPI-004908,2024-11-06,SITE-0061,CELL-01421,East,4G,96.69,35.41,140.97,2.18,98.28,585.27,8064
KPI-000606,2024-11-06,SITE-0453,CELL-01579,Central,4G,95.08,24.77,24.65,0.41,96.96,86.36,3668
KPI-004782,2024-11-06,SITE-0480,CELL-00583,East,5G,97.4,9.17,695.16,1.13,98.27,273.55,735
KPI-002974,2024-11-06,SITE-0137,CELL-01610,North,4G,95.9,34.83,139.45,2.36,96.21,20.14,270
KPI-003033,2024-11-06,SITE-0076,CELL-01231,West,3G,97.61,80.32,13.83,2.14,96.87,92.16,8596
KPI-003802,2024-11-06,SITE-0088,CELL-00768,East,3G,97.82,105.34,8.5,0.9,98.18,320.88,9248
KPI-003699,2024-11-06,SITE-0305,CELL-01798,East,3G,90.89,158.53,4.38,0.58,96.76,720.52,2735
KPI-003195,2024-11-06,SITE-0083,CELL-01650,North,5G,97.16,1.06,977.0,2.09,96.4,31.4,7117
KPI-001917,2024-11-07,SITE-0158,CELL-00185,Central,4G,98.62,21.82,140.82,1.14,95.82,476.6,6484
KPI-001321,2024-11-07,SITE-0423,CELL-01077,South,3G,97.75,97.49,14.05,1.78,99.66,112.04,1916
KPI-000063,2024-11-07,SITE-0431,CELL-00126,South,5G,97.24,9.27,188.72,2.22,98.77,836.31,5690
KPI-000871,2024-11-07,SITE-0347,CELL-00086,South,4G,99.2,24.73,127.75,1.18,99.63,627.03,8627
KPI-000857,2024-11-07,SITE-0491,CELL-00587,Central,3G,97.62,173.42,15.07,2.02,96.86,525.94,6987
KPI-003612,2024-11-07,SITE-0050,CELL-00187,East,5G,99.66,3.9,817.91,1.89,95.74,65.35,5854
KPI-003642,2024-11-07,SITE-0187,CELL-00538,Central,4G,99.2,46.29,119.84,1.71,97.34,70.63,1910
KPI-003808,2024-11-07,SITE-0482,CELL-00494,Central,3G,92.91,87.8,17.28,2.5,99.18,786.26,6973
KPI-001191,2024-11-07,SITE-0239,CELL-01615,South,3G,93.03,174.61,10.75,2.31,97.84,638.15,8202
KPI-004468,2024-11-07,SITE-0145,CELL-00420,South,4G,95.13,27.5,26.21,0.43,97.76,555.71,3651
KPI-000567,2024-11-07,SITE-0168,CELL-00911,South,5G,97.67,1.17,890.55,0.22,99.34,210.2,1522
KPI-003595,2024-11-07,SITE-0430,CELL-01023,East,3G,97.61,197.67,11.7,0.64,96.13,434.01,2785
KPI-002309,2024-11-07,SITE-0498,CELL-00206,South,4G,99.21,28.37,109.67,1.05,97.01,977.65,2062
KPI-003080,2024-11-07,SITE-0240,CELL-01523,West,4G,95.88,49.84,39.53,2.84,99.58,618.57,2854
KPI-001776,2024-11-07,SITE-0365,CELL-01868,East,5G,99.54,4.51,647.23,0.41,97.9,917.33,6207
KPI-003412,2024-11-07,SITE-0483,CELL-01041,North,4G,97.08,33.92,100.56,2.75,97.3,455.64,7670
KPI-002556,2024-11-07,SITE-0073,CELL-01807,South,3G,95.97,108.82,12.88,2.22,98.97,957.84,907
KPI-004822,2024-11-07,SITE-0415,CELL-00061,Central,4G,95.73,35.81,135.22,2.29,96.53,969.51,9608
KPI-002165,2024-11-07,SITE-0335,CELL-00188,West,4G,96.36,20.69,103.59,2.2,99.2,478.0,1688
KPI-001197,2024-11-07,SITE-0326,CELL-00581,North,3G,96.58,191.51,3.78,2.87,98.19,693.11,8129
KPI-002170,2024-11-07,SITE-0396,CELL-00781,Central,5G,98.6,2.75,405.65,1.34,99.56,531.56,8487
KPI-000046,2024-11-07,SITE-0095,CELL-01901,South,4G,98.49,39.04,80.65,1.35,97.08,581.84,8325
KPI-003041,2024-11-07,SITE-0071,CELL-00842,South,3G,94.8,132.95,7.38,1.49,95.52,528.83,8198
KPI-000731,2024-11-07,SITE-0452,CELL-00949,East,5G,98.98,7.18,679.54,0.46,97.41,202.47,582
KPI-001289,2024-11-07,SITE-0244,CELL-00622,South,5G,99.42,6.67,439.71,1.04,95.16,121.19,3244
KPI-000320,2024-11-08,SITE-0073,CELL-01443,East,4G,96.03,31.21,77.11,2.66,99.57,342.11,7751
KPI-000566,2024-11-08,SITE-0134,CELL-01225,West,5G,99.24,6.12,573.3,1.62,98.14,460.22,5641
KPI-002259,2024-11-08,SITE-0476,CELL-00408,East,4G,99.22,29.23,39.53,2.13,96.47,516.23,3808
KPI-002116,2024-11-08,SITE-0175,CELL-00086,West,4G,95.71,32.86,104.9,1.56,97.47,671.53,8717
KPI-003003,2024-11-08,SITE-0328,CELL-00784,North,5G,97.25,7.86,933.41,1.86,99.21,577.4,4084
KPI-001210,2024-11-08,SITE-0468,CELL-00912,West,5G,99.29,8.56,564.23,1.79,97.89,127.6,1348
KPI-003662,2024-11-08,SITE-0039,CELL-00629,East,5G,97.26,9.51,607.91,0.33,96.46,833.6,7630
KPI-000500,2024-11-08,SITE-0158,CELL-00582,North,4G,99.17,49.78,98.76,2.58,98.62,696.45,9187
KPI-001806,2024-11-08,SITE-0479,CELL-00552,South,3G,97.57,180.78,14.63,1.31,98.52,156.31,9826
KPI-003380,2024-11-08,SITE-0195,CELL-00734,East,5G,98.45,2.42,786.48,0.92,98.09,749.35,6624
KPI-000033,2024-11-08,SITE-0149,CELL-01774,Central,4G,98.49,45.22,45.46,0.52,96.47,538.57,3567
KPI-004033,2024-11-08,SITE-0006,CELL-00176,North,4G,98.64,44.85,86.35,1.97,96.52,985.65,9496
KPI-003356,2024-11-08,SITE-0187,CELL-00597,Central,5G,97.08,6.5,264.84,0.52,99.14,706.99,6480
KPI-002830,2024-11-09,SITE-0371,CELL-00164,East,3G,92.54,103.12,11.59,1.65,99.9,403.53,9541
KPI-001567,2024-11-09,SITE-0406,CELL-01936,South,4G,98.65,39.28,77.44,1.64,98.26,46.87,7801
KPI-000815,2024-11-09,SITE-0403,CELL-00347,East,4G,96.54,20.58,90.56,1.48,97.73,69.34,3385
KPI-003206,2024-11-09,SITE-0167,CELL-00993,Central,4G,96.99,31.65,111.36,1.79,96.42,734.67,3886
KPI-003295,2024-11-09,SITE-0282,CELL-00327,North,5G,97.62,5.15,355.55,1.23,97.38,354.54,9568
KPI-003811,2024-11-09,SITE-0145,CELL-00776,North,4G,97.11,45.28,101.15,2.86,97.89,627.65,6662
KPI-003780,2024-11-10,SITE-0250,CELL-00680,North,5G,97.69,8.28,999.91,2.93,97.62,363.1,6202
KPI-003989,2024-11-10,SITE-0071,CELL-01375,East,5G,97.9,9.4,968.27,1.26,97.2,800.05,8648
KPI-004321,2024-11-10,SITE-0258,CELL-01521,West,3G,91.56,164.64,17.24,1.35,97.19,274.77,4602
KPI-003719,2024-11-10,SITE-0407,CELL-00703,East,4G,95.5,43.41,49.15,2.19,98.59,779.49,3175
KPI-004234,2024-11-10,SITE-0113,CELL-01648,South,3G,95.52,112.01,8.3,2.17,95.75,173.92,6250
KPI-002547,2024-11-10,SITE-0140,CELL-01220,Central,3G,92.64,150.99,2.14,2.13,98.23,652.82,9112
KPI-000623,2024-11-10,SITE-0182,CELL-01734,Central,4G,95.69,30.17,29.98,0.88,97.8,734.47,9694
KPI-003814,2024-11-10,SITE-0384,CELL-00606,West,4G,98.99,23.18,88.74,2.46,97.26,259.81,8255
KPI-001797,2024-11-11,SITE-0229,CELL-01783,South,3G,97.19,170.3,12.56,0.36,98.05,303.88,9401
KPI-004772,2024-11-11,SITE-0145,CELL-01018,West,4G,96.31,27.1,58.34,2.53,99.35,200.32,7892
KPI-001893,2024-11-11,SITE-0258,CELL-00567,North,5G,99.94,6.03,978.02,1.75,96.13,978.53,6664
KPI-000384,2024-11-11,SITE-0187,CELL-00927,South,5G,98.59,3.63,332.37,1.09,96.77,804.27,6069
KPI-001635,2024-11-11,SITE-0078,CELL-00221,North,4G,95.37,43.6,41.59,1.18,96.17,448.87,1248
KPI-002140,2024-11-11,SITE-0088,CELL-01640,North,4G,99.16,42.91,97.01,1.95,98.35,605.14,9431
KPI-003527,2024-11-11,SITE-0408,CELL-00289,South,5G,98.21,8.37,941.0,2.96,99.52,949.9,7109
KPI-004217,2024-11-11,SITE-0394,CELL-00508,North,4G,99.43,25.78,47.17,0.84,98.86,613.77,5643
KPI-001386,2024-11-11,SITE-0037,CELL-01267,East,3G,95.92,147.22,4.17,0.69,96.51,902.28,6248
KPI-001959,2024-11-11,SITE-0203,CELL-00458,East,3G,97.09,139.98,18.78,1.69,96.96,783.16,7283
KPI-001042,2024-11-11,SITE-0382,CELL-00362,South,5G,99.52,9.6,973.13,2.0,95.93,909.69,7471
KPI-000250,2024-11-11,SITE-0223,CELL-00983,East,5G,97.05,9.91,907.79,0.36,96.89,60.42,4296
KPI-003114,2024-11-11,SITE-0351,CELL-00272,West,3G,94.04,148.57,18.87,0.78,97.75,206.54,4319
KPI-001978,2024-11-11,SITE-0129,CELL-01234,East,5G,98.47,4.64,433.19,1.06,95.43,364.83,2779
KPI-003664,2024-11-11,SITE-0076,CELL-00681,Central,4G,95.17,40.17,77.34,0.03,96.06,900.53,9747
KPI-001523,2024-11-11,SITE-0107,CELL-00398,South,3G,93.87,81.13,2.35,2.41,96.2,513.76,1354
KPI-001298,2024-11-12,SITE-0308,CELL-01164,Central,5G,98.06,7.09,927.82,2.26,96.03,618.88,1802
KPI-001467,2024-11-12,SITE-0441,CELL-01121,West,3G,94.48,98.55,17.05,1.15,97.38,187.43,5737
KPI-002397,2024-11-12,SITE-0224,CELL-00517,West,3G,90.53,163.88,15.52,2.38,96.14,45.51,509
KPI-002404,2024-11-12,SITE-0348,CELL-00279,South,3G,90.31,118.05,17.91,1.5,96.39,76.13,1383
KPI-004371,2024-11-12,SITE-0136,CELL-01946,West,4G,97.38,28.99,79.38,2.39,97.42,254.01,6784
KPI-001037,2024-11-12,SITE-0226,CELL-00761,South,3G,97.04,152.33,9.0,0.28,95.08,257.03,1894
KPI-000866,2024-11-12,SITE-0172,CELL-00401,South,5G,97.98,5.59,195.82,0.97,97.73,232.14,3755
KPI-002022,2024-11-12,SITE-0223,CELL-00840,East,3G,90.28,100.88,14.69,2.66,97.56,848.72,8504
KPI-001146,2024-11-12,SITE-0384,CELL-00300,South,4G,97.2,39.83,57.14,1.31,99.42,957.56,4356
KPI-002532,2024-11-12,SITE-0141,CELL-00548,South,4G,95.36,25.83,81.78,1.55,97.58,228.61,8416
KPI-000180,2024-11-12,SITE-0107,CELL-01382,South,3G,92.65,169.05,13.2,2.17,96.58,691.38,6301
KPI-002902,2024-11-12,SITE-0096,CELL-01561,North,5G,97.67,3.26,980.36,1.28,99.38,512.84,4504
KPI-004591,2024-11-12,SITE-0294,CELL-00010,North,3G,93.92,87.11,6.97,2.44,97.52,533.71,5404
KPI-002882,2024-11-12,SITE-0249,CELL-00286,East,4G,96.26,29.25,108.04,2.8,95.55,726.87,1806
KPI-002380,2024-11-13,SITE-0104,CELL-01475,North,5G,97.26,3.81,765.87,2.66,98.45,817.31,8466
KPI-004850,2024-11-13,SITE-0049,CELL-00650,West,4G,96.12,47.79,65.49,1.82,96.98,301.43,4390
KPI-003055,2024-11-13,SITE-0084,CELL-00719,East,4G,95.4,46.1,88.44,2.13,97.94,940.0,4758
KPI-001393,2024-11-13,SITE-0198,CELL-00034,East,4G,96.6,23.89,58.91,0.94,97.54,152.08,1944
KPI-000095,2024-11-13,SITE-0464,CELL-01824,West,4G,95.14,35.27,98.23,0.35,98.69,668.15,7040
KPI-004626,2024-11-13,SITE-0250,CELL-01354,West,3G,91.3,166.81,2.02,2.26,98.88,904.69,8459
KPI-001144,2024-11-13,SITE-0043,CELL-01946,West,4G,96.16,28.83,116.81,0.87,97.69,73.14,8135
KPI-002983,2024-11-13,SITE-0209,CELL-01431,North,5G,99.56,4.33,759.68,1.27,99.77,470.39,2391
KPI-002986,2024-11-13,SITE-0405,CELL-01793,East,4G,95.12,21.98,58.47,2.88,98.31,416.83,5003
KPI-003368,2024-11-13,SITE-0089,CELL-01802,East,5G,99.57,5.11,659.02,0.16,99.28,22.9,858
KPI-004718,2024-11-13,SITE-0208,CELL-01602,East,3G,97.86,158.76,5.65,1.69,96.41,53.07,2623
KPI-004295,2024-11-13,SITE-0093,CELL-01970,South,3G,92.1,178.72,2.81,0.53,97.35,338.84,8571
KPI-002570,2024-11-13,SITE-0334,CELL-00070,North,3G,94.81,158.84,10.32,2.89,97.99,369.32,3560
KPI-000040,2024-11-13,SITE-0432,CELL-01835,West,4G,95.82,31.17,70.45,2.7,96.37,637.0,6497
KPI-001925,2024-11-14,SITE-0318,CELL-00045,East,5G,98.34,7.44,403.74,0.42,95.42,57.54,6720
KPI-003668,2024-11-14,SITE-0370,CELL-01631,West,3G,95.01,114.84,4.08,1.96,98.54,545.71,995
KPI-003393,2024-11-14,SITE-0274,CELL-01606,South,3G,93.37,124.6,8.18,2.84,98.96,847.68,8956
KPI-001433,2024-11-14,SITE-0273,CELL-01073,North,4G,97.61,47.64,103.3,0.74,97.32,853.21,509
KPI-003589,2024-11-14,SITE-0476,CELL-01624,South,5G,97.71,3.52,624.59,1.54,95.62,291.77,9306
KPI-001972,2024-11-14,SITE-0384,CELL-00079,West,5G,97.82,9.76,499.1,0.43,97.29,481.55,6023
KPI-003030,2024-11-14,SITE-0480,CELL-00461,East,4G,97.85,48.4,109.26,0.51,97.6,800.22,9256
KPI-004141,2024-11-14,SITE-0114,CELL-01017,West,3G,94.34,119.39,8.8,1.19,96.11,657.19,6705
KPI-002908,2024-11-14,SITE-0282,CELL-01793,South,5G,98.95,5.16,685.97,0.58,97.41,320.66,9877
KPI-001128,2024-11-14,SITE-0250,CELL-00581,North,5G,99.68,6.28,546.18,2.61,97.3,423.21,8944
KPI-003440,2024-11-14,SITE-0371,CELL-00342,North,4G,97.48,25.56,53.64,0.07,95.56,62.08,8436
KPI-002231,2024-11-14,SITE-0319,CELL-01243,North,4G,98.68,22.33,49.42,0.61,98.74,316.5,6052
KPI-000398,2024-11-14,SITE-0343,CELL-00561,Central,5G,98.9,6.03,674.45,0.98,98.17,717.78,6298
KPI-004201,2024-11-14,SITE-0451,CELL-01679,East,4G,96.02,45.0,40.04,0.33,96.15,854.72,9024
KPI-004123,2024-11-14,SITE-0438,CELL-00292,Central,4G,99.44,37.88,145.07,1.98,95.97,411.25,1957
KPI-004229,2024-11-14,SITE-0417,CELL-00247,South,3G,95.04,192.8,12.94,0.31,98.37,426.3,4237
KPI-002144,2024-11-14,SITE-0122,CELL-00369,North,3G,95.35,177.41,5.65,0.12,97.7,295.16,5436
KPI-004189,2024-11-14,SITE-0394,CELL-00452,Central,5G,99.84,6.2,570.91,0.5,98.69,229.24,5724
KPI-000906,2024-11-14,SITE-0054,CELL-00743,West,3G,90.12,191.61,5.8,1.44,96.06,11.67,5658
KPI-001995,2024-11-15,SITE-0372,CELL-00889,East,4G,95.52,23.24,145.76,1.66,96.78,646.02,1448
KPI-001741,2024-11-15,SITE-0314,CELL-00969,West,4G,97.04,28.29,119.85,2.17,95.04,799.92,3549
KPI-002437,2024-11-15,SITE-0434,CELL-01350,South,4G,99.11,40.33,49.51,2.06,96.37,809.6,7940
KPI-002972,2024-11-15,SITE-0065,CELL-01053,East,4G,97.11,24.72,30.93,0.11,99.63,627.78,4421
KPI-000898,2024-11-15,SITE-0070,CELL-00441,North,3G,93.95,104.56,15.49,1.37,95.26,738.27,5166
KPI-000588,2024-11-15,SITE-0058,CELL-01305,North,4G,98.0,46.51,91.83,0.24,98.33,543.92,6576
KPI-000835,2024-11-15,SITE-0452,CELL-01827,West,5G,97.4,3.73,356.33,2.75,96.58,335.92,9730
KPI-004699,2024-11-15,SITE-0157,CELL-00181,South,3G,97.81,188.54,5.07,0.56,97.81,207.19,4219
KPI-002737,2024-11-15,SITE-0466,CELL-01428,West,3G,92.62,92.69,3.68,1.72,97.2,669.18,1773
KPI-003931,2024-11-15,SITE-0395,CELL-00573,West,3G,96.42,126.28,3.77,0.35,99.18,447.32,5825
KPI-001432,2024-11-16,SITE-0354,CELL-01550,West,5G,98.84,4.08,274.54,2.93,96.95,760.23,1560
KPI-003202,2024-11-16,SITE-0335,CELL-00334,Central,4G,97.3,24.69,69.78,0.64,98.03,458.55,3055
KPI-002819,2024-11-16,SITE-0343,CELL-00968,South,4G,95.59,28.31,125.1,1.5,95.07,465.51,610
KPI-001629,2024-11-16,SITE-0379,CELL-00056,South,4G,98.91,41.29,147.78,0.6,96.29,394.74,9342
KPI-003779,2024-11-16,SITE-0481,CELL-00341,West,3G,95.1,129.7,11.96,2.74,98.6,36.99,1270
KPI-001749,2024-11-16,SITE-0256,CELL-01421,East,3G,94.54,130.56,18.39,1.65,98.03,113.31,9667
KPI-000621,2024-11-16,SITE-0299,CELL-00912,South,3G,93.35,143.88,14.02,2.31,97.12,955.46,4456
KPI-003252,2024-11-16,SITE-0009,CELL-01251,South,5G,97.03,5.74,169.69,2.8,98.9,212.66,4381
KPI-000947,2024-11-16,SITE-0295,CELL-01679,Central,4G,98.83,33.07,82.31,2.52,96.53,933.61,9456
KPI-002907,2024-11-16,SITE-0068,CELL-01982,West,3G,91.25,184.13,15.81,0.31,97.01,132.39,9074
KPI-001498,2024-11-16,SITE-0089,CELL-01003,North,4G,96.7,34.69,89.18,0.86,97.37,42.25,8763
KPI-000124,2024-11-17,SITE-0061,CELL-01668,East,3G,97.75,184.73,8.73,0.25,95.54,952.81,9316
KPI-003137,2024-11-17,SITE-0010,CELL-00987,North,5G,97.84,7.85,236.5,1.2,96.67,356.91,7288
KPI-001779,2024-11-17,SITE-0127,CELL-01593,East,3G,95.67,165.24,2.64,2.44,99.47,982.64,7390
KPI-004920,2024-11-17,SITE-0171,CELL-01999,Central,3G,92.29,162.94,14.33,0.15,99.36,266.37,7984
KPI-001899,2024-11-17,SITE-0220,CELL-00519,South,4G,97.29,34.65,72.18,1.14,98.88,101.46,5101
KPI-004607,2024-11-17,SITE-0154,CELL-01882,Central,3G,96.32,109.79,9.15,1.31,96.13,33.07,6677
KPI-004198,2024-11-17,SITE-0297,CELL-01401,East,5G,99.11,6.65,414.36,2.77,97.77,716.82,1050
KPI-002462,2024-11-17,SITE-0071,CELL-00632,Central,3G,94.72,197.93,5.25,0.2,96.82,500.53,8581
KPI-004746,2024-11-17,SITE-0021,CELL-01387,North,3G,97.36,117.58,1.47,1.87,95.05,931.61,9727
KPI-004558,2024-11-17,SITE-0388,CELL-01322,Central,4G,98.72,37.15,76.04,2.08,97.6,159.48,2080
KPI-003451,2024-11-17,SITE-0299,CELL-00463,Central,5G,98.0,1.13,157.56,0.12,96.09,274.46,1637
KPI-001329,2024-11-17,SITE-0151,CELL-00094,North,3G,97.35,194.38,14.99,1.39,98.16,232.67,1266
KPI-002971,2024-11-17,SITE-0077,CELL-00909,North,5G,99.08,2.8,259.72,0.92,95.91,506.37,6760
KPI-002798,2024-11-17,SITE-0227,CELL-01604,West,3G,94.12,197.19,18.54,0.17,95.61,432.11,1436
KPI-001582,2024-11-17,SITE-0138,CELL-00118,Central,3G,92.21,103.62,15.55,1.07,99.37,932.82,5663
KPI-004537,2024-11-18,SITE-0297,CELL-01482,West,4G,97.06,30.43,120.23,1.4,96.69,888.17,7257
KPI-002792,2024-11-18,SITE-0035,CELL-01661,South,3G,93.39,177.78,14.05,1.67,96.66,515.18,8586
KPI-000948,2024-11-18,SITE-0142,CELL-00888,East,4G,99.46,41.21,46.7,1.51,98.42,289.21,291
KPI-004959,2024-11-18,SITE-0461,CELL-00195,West,3G,90.81,120.87,9.29,1.44,99.69,67.81,349
KPI-000631,2024-11-18,SITE-0388,CELL-01998,West,3G,92.73,127.23,5.38,1.31,96.9,364.6,1905
KPI-004161,2024-11-18,SITE-0301,CELL-01982,South,5G,98.35,9.9,447.84,1.64,95.58,602.27,5895
KPI-003601,2024-11-18,SITE-0043,CELL-00296,East,4G,97.36,42.93,118.55,2.42,98.7,185.12,1394
KPI-001835,2024-11-19,SITE-0005,CELL-00769,West,4G,99.06,21.07,94.87,0.12,95.14,804.24,5723
KPI-003008,2024-11-19,SITE-0119,CELL-00078,South,5G,97.9,1.34,228.46,1.73,97.61,719.22,3028
KPI-000813,2024-11-19,SITE-0406,CELL-00887,East,4G,96.97,24.9,51.71,0.82,99.27,746.23,9651
KPI-004777,2024-11-19,SITE-0260,CELL-01927,West,5G,99.75,7.25,950.58,0.22,95.89,854.81,1973
KPI-002348,2024-11-19,SITE-0012,CELL-01499,East,3G,92.38,121.45,19.63,2.09,95.87,234.11,4209
KPI-002394,2024-11-19,SITE-0402,CELL-01035,South,4G,98.0,33.01,84.66,1.19,98.16,27.9,5456
KPI-004935,2024-11-19,SITE-0110,CELL-01254,West,4G,99.29,22.55,45.03,2.48,96.62,792.44,3576
KPI-003237,2024-11-20,SITE-0208,CELL-00768,North,5G,99.21,9.62,680.33,0.08,96.93,213.92,1299
KPI-000571,2024-11-20,SITE-0412,CELL-01514,East,5G,99.41,8.28,551.56,0.15,96.43,372.56,9208
KPI-003296,2024-11-20,SITE-0381,CELL-00177,East,3G,90.66,189.47,18.83,2.24,95.32,278.26,8534
KPI-001041,2024-11-20,SITE-0484,CELL-01251,East,5G,97.07,5.38,455.67,1.75,98.15,578.03,1297
KPI-000254,2024-11-20,SITE-0180,CELL-01351,West,5G,99.33,4.16,400.07,1.72,96.66,775.06,5984
KPI-003090,2024-11-20,SITE-0344,CELL-01779,Central,4G,95.28,48.37,47.54,2.36,97.3,825.34,4944
KPI-002085,2024-11-20,SITE-0196,CELL-01533,Central,3G,90.62,92.81,2.12,0.75,95.99,334.21,2984
KPI-002104,2024-11-20,SITE-0145,CELL-00525,North,5G,98.38,5.95,303.79,1.3,98.73,290.76,8792
KPI-004711,2024-11-20,SITE-0093,CELL-00726,East,4G,95.05,24.92,126.05,1.72,99.18,14.86,5305
KPI-002164,2024-11-20,SITE-0351,CELL-01662,Central,5G,97.96,9.46,296.39,1.75,99.67,149.31,6101
KPI-003235,2024-11-20,SITE-0053,CELL-00579,South,5G,97.05,4.27,214.16,1.89,97.94,702.4,6289
KPI-001366,2024-11-20,SITE-0443,CELL-00910,South,4G,97.43,37.29,35.94,1.18,98.76,819.85,1606
KPI-000901,2024-11-20,SITE-0402,CELL-01223,West,3G,90.22,147.58,6.95,1.31,99.52,446.96,9772
KPI-002366,2024-11-20,SITE-0453,CELL-00207,West,5G,99.36,4.7,908.79,0.13,98.92,585.99,1378
KPI-003226,2024-11-20,SITE-0095,CELL-01573,East,5G,97.59,5.23,575.06,0.42,97.68,307.55,8772
KPI-002450,2024-11-20,SITE-0034,CELL-01594,West,5G,99.19,2.56,859.18,2.53,98.95,52.36,1622
KPI-003230,2024-11-20,SITE-0025,CELL-01018,North,5G,98.78,3.43,391.14,0.83,96.96,440.26,1832
KPI-001339,2024-11-20,SITE-0425,CELL-00743,South,4G,95.7,28.2,143.15,2.62,95.15,430.46,5201
KPI-002516,2024-11-20,SITE-0144,CELL-00340,Central,5G,99.61,1.41,523.89,2.54,95.72,532.39,9987
